Format Version,1.23,Take Name,semi_circle_08_01_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-01-08 02.32.16.993 PM,Total Frames in Take,2611,Total Exported Frames,2611,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
389,3.890000,1.098649,-0.898416,-1.050634,1.489849,0.924775,3.722686,0.000750,1.579270,0.929491,3.762691,0.835811,1.544961,0.928504,3.642828,0.869215,1.492946,0.917410,3.751557,0.659300,1.419783,0.924249,3.797132,0.662789,1.412284,0.924220,3.659222,0.894270,2.666948,0.959962,4.757503,2.566337,0.968497,4.640163,2.624533,0.970551,4.735655,2.695209,0.972750,4.687140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579042,0.929573,3.762081,1.544810,0.928188,3.643216,1.493538,0.917985,3.752642,1.419541,0.923641,3.795953,1.412399,0.924487,3.659530
390,3.900000,1.093034,-0.882064,-1.043342,1.489921,0.923587,3.722769,0.000778,1.579352,0.928319,3.762748,0.835811,1.545010,0.927316,3.642894,0.869215,1.493027,0.916226,3.751639,0.659300,1.419876,0.923060,3.797234,0.662789,1.412338,0.923016,3.659327,0.894270,2.667004,0.959943,4.757532,2.566373,0.968480,4.640295,2.624498,0.970562,4.735554,2.695214,0.972725,4.687212,2.582447,0.969714,4.725420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579029,0.928403,3.762136,1.544881,0.926962,3.643276,1.493629,0.916856,3.752716,1.419768,0.922465,3.796163,1.412424,0.923297,3.659622
391,3.910000,1.130945,-0.872727,-1.074595,1.489963,0.922414,3.722921,0.000854,1.579405,0.927071,3.762889,0.824099,1.545041,0.926166,3.643040,0.878146,1.493071,0.915032,3.751787,0.622009,1.419932,0.921875,3.797399,0.691910,1.412369,0.921927,3.659493,0.898394,2.666965,0.959989,4.757493,2.566364,0.968480,4.640331,2.624529,0.970512,4.735670,2.695274,0.972657,4.687454,2.582499,0.969662,4.725664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579092,0.927194,3.762271,1.544901,0.925836,3.643370,1.493594,0.915532,3.753114,1.419898,0.921347,3.796285,1.412482,0.922214,3.659758
392,3.920000,1.155706,-0.849763,-0.991407,1.490020,0.921228,3.723090,0.000544,1.579469,0.925999,3.763026,0.811659,1.545062,0.925094,3.643190,0.857466,1.493149,0.913839,3.751951,0.684031,1.420017,0.920556,3.797593,0.810914,1.412403,0.920654,3.659690,0.884620,2.666972,0.959937,4.757504,2.566357,0.968457,4.640314,2.624469,0.970578,4.735514,2.695253,0.972702,4.687359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579198,0.926153,3.762340,1.544942,0.924590,3.643428,1.493732,0.914470,3.752878,1.419719,0.920013,3.797159,1.412622,0.921038,3.659825
393,3.930000,1.149814,-0.887170,-1.069057,1.490050,0.920011,3.723033,0.000850,1.579481,0.924662,3.763025,0.811659,1.545147,0.923794,3.643167,0.857466,1.493151,0.912619,3.751897,0.684031,1.420000,0.919440,3.797493,0.810914,1.412472,0.919537,3.659585,0.884620,2.666981,0.959983,4.757506,2.566416,0.968417,4.640495,2.624509,0.970574,4.735579,2.695192,0.972703,4.687235,2.582479,0.969723,4.725525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579169,0.924748,3.762387,1.545018,0.923492,3.643499,1.493785,0.913175,3.753262,1.419881,0.918953,3.796384,1.412589,0.919784,3.659897
394,3.940000,1.221104,-0.866120,-1.019872,1.490044,0.918869,3.723220,0.000630,1.579484,0.923549,3.763186,0.808383,1.545110,0.922799,3.643339,0.879357,1.493161,0.911445,3.752073,0.604143,1.420020,0.918147,3.797703,0.774873,1.412444,0.918407,3.659798,0.893550,2.666925,0.959992,4.757486,2.566377,0.968474,4.640261,2.624478,0.970566,4.735481,2.695298,0.972635,4.687574,2.582450,0.969708,4.725447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579375,0.923720,3.762447,1.545047,0.922371,3.643553,1.493898,0.912007,3.753357,1.419535,0.917661,3.797120,1.412581,0.918749,3.660012
395,3.950000,1.023211,-0.841849,-1.129405,1.490148,0.917796,3.723214,0.000751,1.579616,0.922442,3.763123,0.867949,1.545184,0.921347,3.643295,0.882388,1.493264,0.910464,3.752091,0.665456,1.420157,0.917462,3.797731,0.599531,1.412518,0.917264,3.659830,0.888295,2.667016,0.959981,4.757523,2.566429,0.968450,4.640535,2.624531,0.970525,4.735710,2.695205,0.972729,4.687263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579406,0.922564,3.762654,1.544996,0.921023,3.643580,1.493835,0.911037,3.753158,1.419870,0.916663,3.796373,1.412671,0.917569,3.660118
396,3.960000,1.218506,-0.866853,-1.019154,1.490178,0.916598,3.723293,0.000555,1.579618,0.921281,3.763260,0.867949,1.545246,0.920525,3.643413,0.882388,1.493295,0.909175,3.752146,0.665456,1.420154,0.915878,3.797775,0.599531,1.412579,0.916132,3.659870,0.888295,2.666932,0.960013,4.757480,2.566350,0.968485,4.640259,2.624538,0.970496,4.735666,2.695289,0.972685,4.687439,2.582485,0.969654,4.725702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579416,0.921324,3.762658,1.545193,0.920157,3.643433,1.493960,0.909911,3.753269,1.419739,0.915438,3.797281,1.412777,0.916375,3.660147
397,3.970000,1.061268,-0.806354,-1.015289,1.490337,0.915429,3.723335,0.000733,1.579818,0.920229,3.763195,0.863862,1.545319,0.919141,3.643386,0.934436,1.493485,0.908085,3.752206,0.661787,1.420391,0.914907,3.797893,0.690075,1.412671,0.914782,3.659996,0.865889,2.666934,0.960003,4.757472,2.566373,0.968436,4.640356,2.624451,0.970672,4.735256,2.695227,0.972751,4.687166,2.582492,0.969692,4.725651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579488,0.920223,3.762762,1.545227,0.918899,3.643428,1.494020,0.908683,3.753295,1.420185,0.914424,3.796770,1.412849,0.914965,3.660467
398,3.980000,1.078403,-0.848552,-1.124042,1.490417,0.914271,3.723469,0.000759,1.579879,0.918887,3.763393,0.845107,1.545462,0.917904,3.643560,0.874705,1.493530,0.906912,3.752340,0.648521,1.420417,0.913858,3.797977,0.705265,1.412794,0.913793,3.660075,0.899398,2.666944,0.959995,4.757469,2.566424,0.968421,4.640427,2.624516,0.970560,4.735558,2.695234,0.972675,4.687365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579562,0.918991,3.762871,1.545324,0.917514,3.643843,1.494081,0.907574,3.753451,1.420388,0.913246,3.796970,1.412862,0.914098,3.660329
399,3.990000,1.104572,-0.897749,-1.101797,1.490388,0.913225,3.723561,0.000788,1.579815,0.917857,3.763564,0.845107,1.545502,0.916915,3.643701,0.874705,1.493480,0.905855,3.752430,0.648521,1.420325,0.912754,3.798008,0.705265,1.412821,0.912747,3.660099,0.899398,2.666953,0.959968,4.757500,2.566423,0.968468,4.640383,2.624477,0.970605,4.735437,2.695266,0.972665,4.687471,2.582453,0.969742,4.725431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579275,0.917990,3.763308,1.545354,0.916506,3.643597,1.494093,0.906429,3.753526,1.420413,0.912174,3.797040,1.412967,0.913086,3.660461
400,4.000000,0.957450,-0.794521,-1.129611,1.490611,0.911892,3.723706,0.000770,1.580112,0.916585,3.763535,0.846842,1.545581,0.915352,3.643737,0.888220,1.493751,0.904594,3.752589,0.654728,1.420682,0.911643,3.798281,0.717005,1.412928,0.911287,3.660386,0.870791,2.667014,0.959980,4.757496,2.566417,0.968409,4.640528,2.624521,0.970601,4.735474,2.695222,0.972696,4.687317,2.582504,0.969688,4.725681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579733,0.916644,3.762990,1.545624,0.915063,3.643944,1.494279,0.905191,3.753606,1.420440,0.910958,3.796999,1.413022,0.911542,3.660853
401,4.010000,1.036627,-0.860794,-1.185569,1.490528,0.910844,3.723721,0.000796,1.579987,0.915393,3.763659,0.835950,1.545592,0.914361,3.643820,0.882774,1.493628,0.903503,3.752597,0.647449,1.420513,0.910560,3.798216,0.643473,1.412917,0.910405,3.660312,0.877165,2.666999,0.959978,4.757501,2.566354,0.968504,4.640207,2.624534,0.970568,4.735605,2.695225,0.972713,4.687244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579652,0.915498,3.763105,1.545455,0.914024,3.644116,1.494289,0.904098,3.753691,1.420281,0.909883,3.796983,1.413072,0.910699,3.660674
402,4.020000,1.071228,-0.809703,-1.242435,1.490629,0.909655,3.723876,0.000838,1.580130,0.914091,3.763735,0.835950,1.545625,0.913167,3.643927,0.882774,1.493749,0.902292,3.752745,0.647449,1.420683,0.909393,3.798434,0.643473,1.412961,0.909331,3.660537,0.877165,2.666982,0.959986,4.757498,2.566357,0.968544,4.640148,2.624496,0.970596,4.735531,2.695224,0.972723,4.687191,2.582423,0.969713,4.725445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579885,0.914282,3.763139,1.545541,0.912862,3.644194,1.494350,0.902666,3.754125,1.420299,0.908689,3.797006,1.413134,0.909659,3.660875
403,4.030000,1.083730,-0.976206,-1.228803,1.490594,0.908511,3.724064,0.000776,1.579978,0.912955,3.764185,0.832086,1.545822,0.912051,3.644277,0.896454,1.493631,0.901143,3.752941,0.612246,1.420431,0.908221,3.798419,0.590303,1.413110,0.908186,3.660500,0.874504,2.666941,0.960008,4.757484,2.566378,0.968499,4.640305,2.624521,0.970594,4.735502,2.695224,0.972738,4.687204,2.582473,0.969751,4.725412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579562,0.913044,3.764024,1.545569,0.911703,3.644286,1.494343,0.901767,3.753905,1.420466,0.907536,3.797185,1.413205,0.908476,3.660832
404,4.040000,1.070537,-0.889832,-1.234900,1.490828,0.907237,3.724023,0.000802,1.580272,0.911683,3.764008,0.815876,1.545935,0.910754,3.644151,0.889863,1.493908,0.899875,3.752896,0.591310,1.420777,0.906969,3.798483,0.701650,1.413248,0.906904,3.660576,0.874057,2.666959,0.959995,4.757497,2.566373,0.968489,4.640259,2.624465,0.970624,4.735285,2.695216,0.972725,4.687103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579953,0.911890,3.763377,1.545957,0.910366,3.644359,1.494550,0.900305,3.754337,1.420591,0.906424,3.797438,1.413283,0.907259,3.660931
405,4.050000,1.104408,-0.853464,-1.209497,1.490855,0.906154,3.724112,0.000857,1.580322,0.910618,3.764043,0.815876,1.545910,0.909743,3.644207,0.889863,1.493956,0.898777,3.752979,0.591310,1.420850,0.905811,3.798616,0.701650,1.413235,0.905823,3.660713,0.874057,2.666975,0.959989,4.757500,2.566355,0.968506,4.640207,2.624478,0.970607,4.735409,2.695260,0.972648,4.687422,2.582448,0.969732,4.725401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580012,0.910780,3.763439,1.545732,0.909386,3.644510,1.494516,0.899227,3.754366,1.420808,0.905292,3.797541,1.413374,0.906142,3.660964
406,4.060000,1.052878,-0.753205,-1.262181,1.490941,0.904966,3.724348,0.000881,1.580482,0.909385,3.764117,0.825586,1.545858,0.908435,3.644344,0.874981,1.494087,0.897611,3.753216,0.609354,1.421068,0.904750,3.798976,0.701346,1.413209,0.904647,3.661087,0.892780,2.666950,0.960007,4.757516,2.566422,0.968443,4.640469,2.624513,0.970628,4.735390,2.695224,0.972720,4.687202,2.582487,0.969691,4.725626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580100,0.909492,3.763460,1.545792,0.908159,3.644615,1.494600,0.898049,3.754467,1.420854,0.904173,3.797668,1.413437,0.904916,3.661509
407,4.070000,1.084767,-0.785510,-1.250891,1.491049,0.903780,3.724179,0.000806,1.580567,0.908194,3.764001,0.847878,1.546011,0.907303,3.644208,0.866155,1.494179,0.896410,3.753045,0.577982,1.421134,0.903510,3.798767,0.691722,1.413353,0.903481,3.660873,0.817005,2.666938,0.959983,4.757474,2.566401,0.968460,4.640303,2.624534,0.970543,4.735680,2.695223,0.972720,4.687267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580148,0.908321,3.763578,1.546283,0.906978,3.643881,1.494643,0.896980,3.754564,1.420832,0.902974,3.797698,1.413454,0.903761,3.661542
408,4.080000,1.024261,-0.804342,-1.222334,1.491170,0.902639,3.724276,0.000754,1.580673,0.907140,3.764124,0.847878,1.546158,0.906105,3.644320,0.866155,1.494295,0.895301,3.753151,0.577982,1.421230,0.902414,3.798841,0.691722,1.413496,0.902235,3.660945,0.817005,2.666993,0.959965,4.757496,2.566377,0.968457,4.640322,2.624514,0.970578,4.735521,2.695237,0.972703,4.687332,2.582459,0.969726,4.725431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580342,0.907290,3.763746,1.546378,0.905808,3.643990,1.494845,0.895729,3.754660,1.420779,0.901877,3.797669,1.413604,0.902523,3.661597
409,4.090000,1.071628,-0.850236,-1.325289,1.491040,0.901508,3.724445,0.000829,1.580520,0.905813,3.764365,0.868741,1.546095,0.904943,3.644534,0.876120,1.494129,0.894141,3.753316,0.584462,1.421043,0.901347,3.798956,0.658408,1.413414,0.901299,3.661054,0.819790,2.666945,0.959985,4.757490,2.566402,0.968460,4.640400,2.624520,0.970546,4.735649,2.695273,0.972682,4.687391,2.582420,0.969796,4.725185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580306,0.905958,3.763797,1.545909,0.904630,3.644798,1.494809,0.894633,3.754744,1.420731,0.900755,3.797686,1.413608,0.901589,3.661382
410,4.100000,0.979361,-0.746679,-1.314165,1.491207,0.900401,3.724749,0.000905,1.580757,0.904790,3.764501,0.823436,1.546117,0.903719,3.644733,0.914294,1.494349,0.893081,3.753626,0.650526,1.421344,0.900344,3.799387,0.518984,1.413466,0.900072,3.661499,0.864851,2.666994,0.959988,4.757489,2.566357,0.968458,4.640268,2.624478,0.970541,4.735584,2.695237,0.972713,4.687231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580405,0.904913,3.763901,1.546050,0.903504,3.644992,1.494849,0.893468,3.754873,1.420902,0.899522,3.797704,1.413764,0.900340,3.661862
411,4.110000,1.057117,-0.879987,-1.264250,1.491337,0.899225,3.724392,0.000736,1.580791,0.903635,3.764359,0.823436,1.546432,0.902696,3.644509,0.914294,1.494419,0.891869,3.753266,0.650526,1.421300,0.899010,3.798865,0.518984,1.413746,0.898917,3.660959,0.864851,2.667019,0.959955,4.757487,2.566375,0.968475,4.640289,2.624468,0.970580,4.735498,2.695180,0.972738,4.687185,2.582494,0.969702,4.725582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580409,0.903757,3.764041,1.546582,0.902322,3.644242,1.494942,0.892504,3.754616,1.421152,0.898465,3.797910,1.413753,0.899214,3.661463
412,4.120000,0.990260,-0.861875,-1.251715,1.491365,0.898067,3.724719,0.000816,1.580830,0.902544,3.764654,0.871961,1.546433,0.901457,3.644815,0.879047,1.494456,0.890745,3.753601,0.604831,1.421350,0.897923,3.799214,0.722581,1.413753,0.897667,3.661311,0.853653,2.666942,0.959990,4.757474,2.566392,0.968449,4.640345,2.624548,0.970556,4.735603,2.695265,0.972685,4.687437,2.582479,0.969699,4.725523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580497,0.902619,3.764084,1.546215,0.901105,3.645159,1.494998,0.891411,3.754714,1.421307,0.897312,3.798131,1.413934,0.897943,3.661586
413,4.130000,1.044461,-0.962714,-1.275851,1.491359,0.896926,3.724972,0.000775,1.580756,0.901324,3.765067,0.873251,1.546569,0.900367,3.645168,0.883577,1.494397,0.889575,3.753852,0.677925,1.421214,0.896743,3.799344,0.686450,1.413859,0.896622,3.661427,0.899223,2.666972,0.960010,4.757492,2.566375,0.968482,4.640265,2.624463,0.970600,4.735405,2.695208,0.972757,4.687084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580287,0.901406,3.764892,1.546280,0.900010,3.645244,1.495112,0.890162,3.754749,1.421359,0.896151,3.798248,1.413928,0.896910,3.661701
414,4.140000,0.963696,-0.835064,-1.259457,1.491444,0.895734,3.724880,0.000810,1.580929,0.900218,3.764770,0.838063,1.546476,0.899080,3.644948,0.855866,1.494549,0.888425,3.753764,0.651813,1.421465,0.895634,3.799408,0.667363,1.413803,0.895315,3.661508,0.899207,2.666971,0.959999,4.757480,2.566373,0.968488,4.640310,2.624486,0.970598,4.735470,2.695234,0.972726,4.687168,2.582486,0.969723,4.725544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580649,0.900308,3.764193,1.546259,0.898725,3.645347,1.495073,0.889089,3.754870,1.421409,0.894963,3.798260,1.413950,0.895604,3.661748
415,4.150000,1.067716,-0.869799,-1.214761,1.491533,0.894513,3.725041,0.000642,1.580989,0.898993,3.764995,0.838063,1.546611,0.898045,3.645150,0.855866,1.494625,0.887154,3.753914,0.651813,1.421507,0.894224,3.799525,0.667363,1.413931,0.894148,3.661621,0.899207,2.666942,0.960021,4.757489,2.566394,0.968451,4.640411,2.624498,0.970594,4.735535,2.695228,0.972719,4.687231,2.582473,0.969683,4.725670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580732,0.899176,3.764231,1.546636,0.897599,3.645323,1.495245,0.887694,3.755226,1.421191,0.893761,3.798968,1.414047,0.894505,3.661856
416,4.160000,0.907567,-0.903329,-1.234434,1.491559,0.893425,3.725289,0.000795,1.580994,0.897985,3.765282,0.890372,1.546685,0.896715,3.645420,0.920705,1.494632,0.886145,3.754184,0.714978,1.421491,0.893368,3.799733,0.561417,1.413994,0.892910,3.661825,0.878530,2.666986,0.960025,4.757474,2.566375,0.968508,4.640242,2.624480,0.970604,4.735453,2.695171,0.972834,4.686924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580584,0.897981,3.765127,1.546451,0.896514,3.645493,1.495278,0.886693,3.754947,1.421359,0.892634,3.798145,1.414170,0.893101,3.662235
417,4.170000,0.979650,-0.828332,-1.305087,1.491607,0.892214,3.725059,0.000863,1.581100,0.896615,3.764939,0.834037,1.546631,0.895539,3.645122,0.876276,1.494709,0.884894,3.753940,0.586600,1.421638,0.892147,3.799596,0.606460,1.413957,0.891874,3.661697,0.879307,2.667036,0.959966,4.757500,2.566444,0.968393,4.640614,2.624524,0.970577,4.735498,2.695227,0.972706,4.687271,2.582447,0.969719,4.725454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580869,0.896803,3.764345,1.546454,0.895207,3.645443,1.495392,0.885358,3.755373,1.421315,0.891441,3.798227,1.414149,0.892206,3.661991
418,4.180000,1.002285,-0.780191,-1.264079,1.491748,0.891120,3.725312,0.000821,1.581271,0.895571,3.765120,0.834037,1.546703,0.894517,3.645330,0.876276,1.494880,0.883791,3.754188,0.586600,1.421840,0.890974,3.799907,0.606460,1.414046,0.890749,3.662015,0.879307,2.667008,0.959980,4.757484,2.566376,0.968446,4.640335,2.624498,0.970605,4.735476,2.695211,0.972759,4.687099,2.582461,0.969703,4.725576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.581022,0.895665,3.764508,1.546610,0.894260,3.645616,1.495430,0.884288,3.755456,1.421465,0.890324,3.798507,1.414251,0.891000,3.662387
419,4.190000,1.030305,-0.917345,-1.138445,1.491784,0.889968,3.725457,0.000822,1.581200,0.894593,3.765485,0.888755,1.546926,0.893519,3.645612,0.887569,1.494861,0.882632,3.754338,0.637100,1.421695,0.889637,3.799882,0.693539,1.414237,0.889458,3.661971,0.872892,2.666934,0.960014,4.757482,2.566365,0.968492,4.640188,2.624456,0.970632,4.735317,2.695198,0.972737,4.687155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580760,0.894605,3.765423,1.546666,0.893288,3.645326,1.495526,0.883144,3.755523,1.421723,0.889225,3.798728,1.414429,0.889643,3.662404
420,4.200000,1.015329,-0.781073,-1.316826,1.491935,0.888793,3.725476,0.000887,1.581462,0.893152,3.765284,0.801748,1.546893,0.892157,3.645495,0.898199,1.495060,0.881454,3.754350,0.626376,1.422027,0.888693,3.800071,0.654096,1.414232,0.888508,3.662178,0.850323,2.666963,0.959966,4.757491,2.566388,0.968456,4.640429,2.624538,0.970558,4.735615,2.695247,0.972737,4.687300,2.582495,0.969702,4.725557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.581070,0.893264,3.764604,1.546780,0.891864,3.645753,1.495623,0.881923,3.755652,1.421773,0.888129,3.798833,1.414531,0.888785,3.662617
421,4.210000,1.049706,-0.761284,-1.194175,1.492027,0.887683,3.725456,0.000863,1.581556,0.892211,3.765239,0.801748,1.546953,0.891211,3.645460,0.898199,1.495176,0.880334,3.754325,0.626376,1.422142,0.887390,3.800072,0.654096,1.414306,0.887267,3.662182,0.850323,2.666983,0.959970,4.757484,2.566375,0.968474,4.640329,2.624491,0.970628,4.735392,2.695219,0.972698,4.687262,2.582453,0.969733,4.725445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.581151,0.892320,3.764754,1.546859,0.890940,3.645457,1.495703,0.880737,3.755693,1.421963,0.886903,3.798853,1.414577,0.887529,3.662668
422,4.220000,1.026782,-0.784632,-1.198464,1.492039,0.886539,3.725676,0.000572,1.581553,0.891076,3.765494,0.828513,1.546998,0.890031,3.645701,0.894102,1.495176,0.879201,3.754550,0.669916,1.422124,0.886282,3.800265,0.766058,1.414344,0.886104,3.662371,0.868730,2.666983,0.959972,4.757479,2.566342,0.968489,4.640182,2.624525,0.970602,4.735525,2.695219,0.972737,4.687201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.581308,0.891136,3.764857,1.546940,0.889633,3.645835,1.495790,0.879910,3.755479,1.421692,0.885750,3.799628,1.414574,0.886388,3.662748
423,4.230000,0.972772,-0.756534,-1.317831,1.492187,0.885392,3.725683,0.000883,1.581731,0.889780,3.765450,0.816374,1.547111,0.888697,3.645677,0.917031,1.495324,0.878074,3.754562,0.623983,1.422311,0.885348,3.800309,0.574798,1.414458,0.885061,3.662420,0.843142,2.667001,0.959955,4.757498,2.566354,0.968532,4.640171,2.624479,0.970556,4.735538,2.695235,0.972722,4.687208,2.582451,0.969750,4.725401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.581364,0.889874,3.764821,1.547011,0.888471,3.645898,1.495945,0.878504,3.755863,1.421818,0.884706,3.798813,1.414808,0.885306,3.662879
424,4.240000,0.984151,-0.832282,-1.357524,1.492278,0.884336,3.725619,0.000774,1.581773,0.888651,3.765504,0.816374,1.547309,0.887618,3.645685,0.917031,1.495372,0.877010,3.754500,0.623983,1.422305,0.884326,3.800153,0.574798,1.414632,0.884073,3.662253,0.843142,2.666979,0.959992,4.757504,2.566424,0.968446,4.640438,2.624494,0.970634,4.735395,2.695206,0.972764,4.687138,2.582473,0.969716,4.725540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.581520,0.888795,3.764928,1.547127,0.887281,3.646012,1.496004,0.877550,3.755608,1.421917,0.883549,3.798831,1.414861,0.884396,3.662583
425,4.250000,1.009363,-0.865928,-1.365893,1.492285,0.883197,3.725719,0.000667,1.581758,0.887480,3.765658,0.838490,1.547364,0.886506,3.645818,0.874043,1.495362,0.875858,3.754598,0.653702,1.422268,0.883165,3.800212,0.604709,1.414676,0.882974,3.662308,0.871231,2.667039,0.959957,4.757497,2.566370,0.968490,4.640306,2.624483,0.970587,4.735472,2.695221,0.972760,4.687132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.581621,0.887575,3.764987,1.547218,0.886155,3.646095,1.496044,0.876446,3.755705,1.421785,0.882635,3.799343,1.414871,0.883254,3.662634
426,4.260000,0.995687,-0.835047,-1.377073,1.492495,0.882072,3.725787,0.000855,1.581990,0.886349,3.765677,0.831349,1.547530,0.885352,3.645856,0.857242,1.495585,0.874740,3.754667,0.636674,1.422518,0.882071,3.800318,0.653714,1.414851,0.881850,3.662418,0.886953,2.666985,0.960009,4.757504,2.566337,0.968510,4.640160,2.624469,0.970618,4.735367,2.695177,0.972803,4.686983,2.582473,0.969733,4.725489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.581640,0.886444,3.765108,1.547288,0.884998,3.646233,1.496203,0.875418,3.755794,1.422439,0.881379,3.799121,1.415053,0.882141,3.662699
